firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
HORIZON AIR IND.,19840125,HZIR,44040310,42519,4959000,0,1981,0
Horizon Financial Services,19861110,HFIN,44041R109,10839,1400000,0,1986,0
HORIZON HEALTH CORP.,19830913,HORC,44041910,42527,6875000,0,1981,0
Horizon Healthcare,19870507,HHC,44042H100,75068,6600000,0,1986,0
HORIZON INDUSTRIES,19830727,HRZN,44042310,42535,4119000,0,1968,0
Horizon Lines Inc,20050926,HRZ,44044K101,90889,31669170,0,1956,0
Horizon Medical Products Inc,19980414,HMPS,439903105,85985,12019450,0,1990,1
Horizon Mental Health,19950313,HMH,440435105,81300,3428983,0,1989,0
Horizon Offshore Inc,19980401,HOFF,44043J105,85986,19076480,0,1995,0
Horizon Organic Holding Corp,19980702,HCOW,44043T103,86267,8176341,0,1991,0
Horizon Pharma Inc,20110728,HZNP,44047T109,12919,19527951,0,2010,0
HORIZON Pharmacies Inc,19970708,HZP,439902107,85242,2282424,0,1992,1
Horizon Technology Finance,20101028,HRZN,44045A10,12355,7555124,0,2010,0
Hornbeck Offshore Svcs(Tide),20040325,HOS,440543106,90067,20654214,0,1997,0
HORNBECK OFFSHORE SVS,19811028,HOSS,44054210,42578,2002000,0,1978,0
Horsehead Holding Corp,20070809,ZINC,440694305,92232,34043671,0,1848,0
Horsehead Resource Development,19900629,HHRD,440699106,76212,35750000,0,1986,0
Hortonworks Inc,20141212,HDP,440894103,15128,42068465,0,2011,0
Hospital Newspapers Group,19870310,HNGI,440906105,11166,3000000,0,1986,0
HOSPITAL STAFFING,19831206,HSSI,44090010,42586,3150000,0,1981,0
Hospitality Franchise Systems,19921209,HFS,440912103,78788,17495618,0,1990,0
Host America Corp,19980721,CAFE,44106W100,86248,1130000,0,1985,0
Hot Topic,19960923,HOTT,441339108,83939,4369748,0,1988,0
Hotel Reservations Network Inc,20000225,ROOM,441451101,87627,54399000,1,1991,0
Hotelecopy,19890928,FAXM,4.41E+105,75821,1933318,0,1985,0
Hotjobs Com LTD,19990810,HOTJ,441474103,87166,23820000,0,1997,0
Houghten Pharmaceuticals,19960329,HPIP,441502101,83378,12590614,0,1991,0
Houghton Mifflin Harcourt,20131114,HMHC,44157R109,14312,139955578,0,1905,0
Houlihan Lokey Inc,20150813,HLI,441593100,15623,65212700,1,1972,0
Housecall Medical Resources,19960403,HSCL,441796109,83381,9680022,0,1995,0
HouseValues Inc,20041209,SOLD,44183Y102,90489,24813800,0,1999,0
Houston Biomedical,19880129,HBII,441837101,75568,1150000,0,1986,0
Houston Exploration,19960919,THX,442120101,83991,22398844,0,1986,0
Houston Wire & Cable Co,20060614,HWCC,44244K109,91357,20867172,0,1975,0
HOVNANIAN ENTERPRISES,19830907,HOV,44248710,65285,3900000,0,1967,0
HOWARD SAVINGS BANK,19830719,HWRD,44276510,42746,5483000,0,1901,0
Howmet International Inc,19971125,HWM,443208103,85610,85000000,0,1926,0
"HOWTEK, INC.",19841213,HOWT,44320910,88779,4805000,0,1984,0
HPL Technologies Inc,20010731,HPLA,40426C10,89039,23828000,0,1989,0
HPR,19950810,HPRI,403912108,82177,6822325,0,1987,0
HPSC INC.,19830621,HPSC,40426410,40572,4900000,0,1975,0
HQ Office Supplies Warehouse,19881021,HQOS,40426P205,12186,6600000,0,1988,0
HS Resources,19921123,HSRS,404297103,78102,9508867,0,1982,0
HTE Inc,19970610,HTEI,403926108,85012,7363651,0,1981,0
HTG Molecular Diagnostics Inc,20150506,HTGM,40434H104,15374,6735965,0,1997,0
Huaneng Power International,19941005,HNP,443304100,81038,37125000,0,1994,0
Hub Group,19960313,HUBG,443320106,83272,5237000,1,1971,0
HubSpot Inc,20141009,HUBS,443573100,14970,30361826,0,2006,0
Hudson Foods,19860206,HFI,443782107,68945,12000000,0,1972,0
Hudson Pacific Properties Inc,20100623,HPP,44409710,93419,20297096,0,2009,0
Hudson Technologies,19941101,HDSN,444144109,81084,2387332,0,1991,0
Huffman Koos,19861113,HUFK,444322101,10845,4000000,0,1927,0
Hughes Homes,19880606,HUHO,444428205,11871,2767700,0,1987,0
Hugoton Energy,19940125,HUGO,444613103,80134,10142800,0,1987,0
Hugoton Royalty Trust,19990408,HGT,444717102,86802,46310712,0,1998,0
Humagen,19880414,HUGE,444900203,11872,2391323,0,1984,0
Human Genome Sciences,19931201,HGSI,444903108,79977,14218374,0,1992,0
HumaScan,19960812,HMSC,444882104,83874,7720000,0,1994,0
Hungarian Broadcasting,19951220,HBCO,445539109,82578,2427500,0,1994,0
Hungarian Teleconstruct,19930729,HTEL,445540107,79393,1210000,0,1993,0
Hungarian Telephone & Cable,19921224,HTCC,445542103,78157,1168000,0,1992,0
Huntco,19930629,HUNT,445661101,79272,7460000,1,1986,0
Hunter Environmental Services,19861205,HESI,445683105,10910,4419718,0,1983,0
Hunter-Melnor,19870625,HRMR,445703101,11454,2785838,0,1964,0
Huntsman Corp,20050210,HUN,447011107,90558,220454546,0,1970,0
Huntway Partners LP,19881109,,447300203,.,8246875,0,1987,0
Huron Consulting Group Inc,20041012,HURN,447462102,90409,17035960,0,2002,0
Hurray Holding  Co Ltd,20050203,HRAY,447773102,90598,2187595840,0,1999,0
Hutchinson Technology,19850815,HTCH,44840700,88795,3778873,0,1965,0
Hutchison Telecommun Intl Ltd,20041007,HTX,44841T107,90382,4500000000,.,1828,0
Hvide Marine,19960809,HMAR,448515106,83873,9535486,1,1958,0
HWC Distribution,19870623,HWCD,404404105,11443,4847473,0,1975,0
Hyatt Hotels Corp,20091105,H,448579102,93098,168039995,1,1957,0
Hybrid Networks Inc,19971112,HYBR,44860K102,85556,9973311,0,1990,0
Hybridon,19960124,HYBN,44860M108,82824,11831519,0,1989,0
HYBRITECH,19811028,HYBR,44860710,43020,8703000,0,1978,0
Hyde Park Acquisition Corp II,20120801,HPAC,448640201,13552,10068750,0,2011,0
Hydra Inds Acq Corp,20141024,HDRAU,448740209,15129,0,1,2014,0
Hydril Co,20000926,HYDL,448774109,88634,21700000,1,1933,0
Hydrogenics Corp,20001026,HYGS,448882100,88729,35500000,0,1988,0
Hygeia Sciences,19860220,HYGA,449035104,10067,3000000,0,1985,0
Hypercom Corp,19971113,HYC,44913M10,85611,33510000,0,1978,0
Hyperion Telecommunications,19980504,HYPT,44914K306,86070,45396500,0,1991,0
Hyperion Therapeutics Inc,20120725,HPTX,44915N101,13533,15842042,0,2006,0
Hypermedia Communications,19930309,HYPR,448917104,78974,2800054,0,1989,0
HyperSpace Communications Inc,20040930,HCO,44915D10,90437,3657575,0,2001,0
HYPONEX CORPORATION,19831007,HYPX,44914710,43124,5892000,0,1979,0
Hyseq Inc,19970807,HYSQ,449163302,85293,11721015,0,1991,0
HYTEK MICROSYSTEMS,19830413,HTEK,44918010,43167,2730000,0,1974,0
I D Systems Inc,19990630,IDSY,449489103,87016,5414000,0,1993,0
I Many Inc,20000713,IMNY,44973Q103,88448,32924000,0,1989,0
i-Cable Communications Ltd,19991118,ICAB,44934B104,87458,1618000000,0,1999,0
I-Flow,19900201,IFLO,449520105,76371,5286667,0,1985,0
I-Stat,19920226,STAT,450312103,77356,8459548,0,1983,0
i2 Technologies,19960425,ITWO,465754109,83386,23758099,0,1988,0
i3 Mobile Inc,20000406,IIIM,465713105,88169,22187265,0,1991,0
IA Corp,19961108,IACP,449194109,84219,10869565,0,1992,0
iAsia Works Inc,20000802,IAWK,45072L101,88530,18023000,0,1995,0
IAT Multimedia Inc,19970326,IATA,449202100,84617,7725000,0,1996,0
ibasis Inc,19991110,IBAS,450732102,87392,30538000,0,1995,0
iBeam Broadcasting Corp,20000517,IBEM,45073P101,88251,106216408,0,1998,0
Ibis Technology,19940520,IBIS,450909106,80537,3184022,0,1987,0
IBP,19871001,IBP,449223106,75227,45500000,0,1961,0
IBS Interactive Inc,19980514,IBSX,4.49E+105,86071,2901967,0,1995,0
IC Isaacs & Company Inc,19971217,ISAC,464192103,85697,7824699,0,1913,0
Icagen Inc,20050203,ICGN,45104P104,90599,21443706,0,1992,0
ICEE-USA,19850123,ICEE,45102800,67977,1500000,0,1967,0
ICF International Inc,20060927,ICFI,44925C103,91468,12946132,0,1969,0
Ichor Holdings Ltd,20161209,ICHR,G4740B105,16525,23727787,0,1999,0
ICN Biomedicals,19860925,BIMD,449287101,10705,7420000,0,1960,0
ICO,19810729,ICOC,44929410,64258,5600000,0,1970,0
ICO Global Communications,19980731,ICOGF,G4705T10,86270,208544016,0,1995,0
Icon CMT Corp,19980212,ICMT,450918107,85831,10395454,0,1991,0
Icop Digital Inc,20050708,ICOP,44930M203,90816,4438182,0,1998,0
ICOS,19910606,ICOS,449295104,76693,21388222,0,1989,0
ICOS Vision Systems Corp,19971209,IVIS,B49233107,85698,10143174,0,1989,0
ICT Group,19960614,ICTG,44929Y101,83664,11410315,0,1986,0
ICTS Holland Production,19960626,ICTS,N43837108,83665,5399568,0,1992,0
ICU Medical,19920331,ICUI,44930G107,77447,4513000,0,1984,0
ICx Technologies Inc,20071107,ICXT,44934T105,92435,33471939,0,2003,0
IDB Communications Group,19861008,IDBX,449355106,10739,4028896,0,1983,0
Ideal Power,20131122,IPWR,451622104,14313,6200357,0,2007,0
Ideal School Supply,19861210,IDEL,451637102,10925,4100000,0,1900,0
Ideation Acquisition,20071119,IDI.U,451665202,92486,-9,0,2007,0
IDEC Pharmaceuticals Corp,19910916,IDPH,44937010,76841,8399661,0,1985,0
Idenix Pharmaceuticals Inc,20040721,IDIX,45166R204,90280,47779960,0,1998,0
Identix,19850926,IDXX,45190600,88832,6963334,0,1982,0
IDEX,19890602,IEX,45167R104,75591,10294631,0,1979,0
IDEXX Corp,19910621,IDXX,45168D104,76709,4497261,0,1983,0
IDG Books Worldwide Inc,19980727,IDGB,449384106,86272,14280000,1,1990,0
IDM Environmental,19940420,IDMC,449391200,80454,5333334,0,1978,0
iDreamSky Technology Ltd,20140807,DSKY,45173K101,14864,42323188,1,2012,0
IDT,19960315,IDTC,448947101,83275,20842773,1,1995,0
IDX Systems,19951116,IDXC,449491109,82583,19686896,0,1969,0
IEC Electronics,19930212,IECE,44949L105,78892,7125000,0,1966,0
IFCO Systems NV,20000306,IFE,N43961106,87778,40431769,0,1992,0
IFEX,19860313,IFEX,451694202,10112,3305832,0,1981,0
IFM Investments Ltd,20100127,CTC,45172L10,93209,605651839,1,2005,0
IFR Systems,19860124,IFRS,449507102,10019,6175000,0,1968,0
IG Laboratories,19900502,IGLI,449583103,76168,2148450,0,1986,0
"IGC, INC.",19830419,IIGC,44952510,43239,6502000,0,1981,0
IGEN,19940202,IGEN,449536101,80249,14123079,0,1982,0
IGENE Biotechnology,19860723,IGNE,451695100,10512,1600000,0,1981,0
Ignite Restaurant Group Inc,20120510,IRG,451730105,13408,24750929,0,1991,0
Igo Corp,19991014,IGOC,449592104,87325,19325000,0,1993,0
IHOP,19910712,IHOP,449623107,76732,8883603,0,1958,0
IHS Inc,20051110,IHS,451734107,90992,57069306,1,1964,0
II MORROW INC.,19840308,MORW,90206710,77666,1626000,0,1982,0
II-VI,19871002,IIVI,902104108,11752,2082385,0,1971,0
iKang Healthcare Group Inc,20140409,KANG,45174L108,14600,32166983,1,2011,0
Ikanos Communications Inc,20050921,IKAN,4.52E+109,90901,23795676,0,1999,0
IKE LOVELADY,19810429,IKEL,54717510,50201,1721000,0,1978,0
IKOS Systems,19900725,IKOS,451716104,76231,10748694,0,1985,0
Il Fornaio Corp,19970918,ILFO,451926109,85378,5583000,0,1980,0
"ILC TECHNOLOGY, INC.",19830713,ILCT,44965410,43263,2150000,0,1967,0
ILEX Oncology Inc,19970220,ILXO,451923106,84543,11679594,0,1994,0
Illinois Superconductor,19931026,ISCO,452284102,79704,3166044,0,1990,0
Illumina Inc,20000727,ILMN,452327109,88446,18023000,0,1998,0
Illuminet Holdings Inc,19991007,ILUM,452334105,87326,29268780,0,1995,0
"Image Bank, Inc.",19890810,TIBI,452436108,75796,3744444,0,1974,0
Image Business Systems,19930610,IBSC,452437106,79273,3406939,0,1988,0
Image Guided Technologies,19961021,IGTI,451922108,84086,2917834,0,1986,0
Image Industries,19930811,IMAG,45244B106,79498,5800000,0,1976,0
Image Management Systems,19860507,IMSR,452440100,10221,1227499,0,1984,0
Image Retailing Group,19870625,IMAG,452915101,11458,2235208,0,1985,0
Image Sensing Systems,19950504,ISNS,45244C104,81624,2385000,0,1985,0
ImageAmerica,19921022,IMGA,45244P105,78006,8752030,0,1982,0
ImageMAX Inc,19971203,IMAG,45245V101,85696,3810770,0,1984,1
ImageX com Inc,19990826,IMGX,45244D102,87195,16127202,0,1995,0
iMagicTV,20001120,IMTV,4.52E+111,88803,24600000,0,1998,0
Imagine Films Entertainment,19860723,IFEI,452911209,10519,5001000,0,1985,0
Imagyn Medical,19960530,IGYN,45245K105,83519,7501364,0,1989,0
iManage Inc,19991117,IMAN,45245Y105,87393,21448000,0,1995,0
ImaRx Therapeutics Inc,20070725,IMRX,45248L308,92200,10007868,0,1999,0
Imatec,19961029,IMEC,45246D100,84090,3735525,0,1988,0
Imax,19940609,IMAX,4.52E+113,80635,14086966,0,1967,0
IMC Fertilizer Group,19880126,IFL,449669100,75259,20000000,0,1909,0
"IMC Mortgage, Tampa,Florida",19960625,IMCC,449923101,83667,11063526,0,1993,0
ImClone Systems,19911118,IMCL,45245W10,77103,7634336,0,1984,0
IMEX MEDICAL SYSTEMS,19831110,IMEX,45247510,43597,5950000,0,1976,0
Immersion Corp,19991112,IMMR,452521107,87394,15441856,0,1993,0
Immtech International Inc,19990426,IMMT,452519101,86829,4885000,0,1984,0
Immucor,19851219,BLUD,45252600,88867,2063000,0,1982,0
ImmuLogic Pharmaceutical,19910522,IMUL,45252R100,76662,8430765,0,1987,0
Immune Design Corp,20140723,IMDZ,45252L103,14805,15768867,0,2008,0
Immune Response,19900502,IMNR,45252T106,76166,11074348,0,1986,0
IMMUNEX CORPORATION,19830701,IMNX,45252710,43610,5700000,0,1981,0
Immunicon Corp,20040416,IMMC,45260A107,90128,22833633,0,1983,0
ImmunoGen,19891116,IMGN,45253H101,75860,6075159,0,1981,0
ImmunoTherapeutics,19870615,IMNO,452916109,75549,2543000,0,1987,0
IMNET Systems,19950720,IMNT,452921109,81871,7775564,0,1992,0
Impac Medical Systems,20021119,IMPC,45255A10,89569,9186254,0,1990,0
Impact Systems,19870611,MPAC,452913106,11409,8959966,0,1980,0
Impath,19960220,IMPH,45255G101,83141,4942966,0,1988,0
Imperial Credit Industries,19920518,ICII,452729106,77617,8000000,0,1986,0
Imperial Credit Mortgage Hldgs,19951120,IMH,452922107,82639,4250000,0,1986,0
Imperial Holdings Inc,20110208,IFT,452834104,12557,20266667,0,2006,0
Imperial Thrift & Loan,19951023,ITLA,453105108,82501,5200000,0,1973,0
Imperva Inc,20111108,IMPV,45321L100,13080,22101695,0,2002,0
Impinj Inc,20160721,PI,453204109,16182,17810000,0,2000,0
Implant Science Corp,19990623,IMX,45320R207,86975,5372291,0,1984,0
Imprivata Inc,20140625,IMPR,45323J103,14723,22815867,0,2001,0
ImproveNet Inc,20000315,IMPV,4.53E+110,87780,16479310,0,1996,0
IMPSAT Fiber Networks Inc,20000201,IMPT,45321T103,87610,71606000,0,1990,0
"IMREG, INC.",19840117,IMRG,45290810,43765,5007200,1,1981,0
IMRS,19911025,IMRS,449696103,77030,8201886,0,1981,0
IMS Health Holdings Inc,20140404,IMS,44970B109,14570,331892403,0,1988,0
In Focus Systems,19901220,INFS,452919103,76507,7364974,0,1986,0
In Home Health,19880812,IHHI,453222101,12195,3625750,0,1981,0
In Vitro Care,19851017,IVCI,45291000,88875,4010000,0,1984,0
In-Store Advertising,19900719,ISAN,452918105,76229,7489449,0,1986,0
INACOMP COMPUTER,19840119,INAC,45323310,43781,4864000,0,1976,0
Inbrand,19930903,INBR,45323T101,79597,5280729,0,1971,0
INC Research Holdings Inc,20141107,INCR,45329R109,15071,60014167,1,2002,0
Inco Homes Corp,19930402,INHM,453257107,80106,7985000,0,1976,0
InControl,19940909,INCL,45336L103,80934,11909217,0,1990,0
IncrediMail Ltd,20060130,MAIL,M5364E104,91082,9373668,0,1999,0
Incyte Pharmaceuticals,19931104,IPI,45337C102,79906,6085102,0,1991,0
Independence Brewing Co,19970211,IBCO,453407108,84539,3207078,0,1994,0
Independence Contract Drilling,20140808,ICD,453415309,14852,22855155,0,2007,0
INDEPENDENCE HEALTH,19831027,IHPI,45343610,43829,4517000,0,1978,0
Independence Realty Trust,20130813,IRT,,14071,0,0,2012,0
Independent Bank Group Inc,20130402,IBTX,45384B106,13877,11949709,0,2013,0
Indepth Data,19870803,INDI,454067109,11569,2728989,0,1984,0
Index Technology,19880623,INDX,454088105,11876,4118190,0,1983,0
"Indiana Fed S&L,Valparaiso,IN",19870204,IFSL,454708108,11066,2400000,0,1900,0
Indigo,19940524,INDGF,N44495104,80538,50000000,0,1977,0
Indigo Aviation AB,19980409,IAABY,45567P10,85988,10750000,0,1988,0
Individual,19960315,INDV,455912105,83278,11676787,0,1989,0
Indosat,19941017,IIT,715680104,81042,103550000,0,1969,0
IndTech,19870812,INEC,455782102,11597,8300000,0,1986,0
Indus Group,19960229,IGRP,455784108,83140,17605634,0,1988,0
Industri-Matematik,19960925,IMIC,455792101,83940,27690371,0,1967,0
Industrial Distribution Group,19970923,IDG,456061100,85336,6759973,0,1972,1
Industrial Funding,19891208,IFDCA,456156108,75908,7500000,1,1957,0
Industrial Holdings,19920115,IHII,456160100,77262,2165441,0,1989,0
Industrial Rubber Products Inc,19980424,INRB,455921106,85989,5454000,0,1986,0
Industrial Scientific,19930630,ISCX,45631G106,79276,3375000,0,1968,0
Industrial Training Systems,19861104,ITSC,456389204,10810,1106038,0,1974,0
Inergy Holdings LP,20050620,NRGP,45661Q107,90737,20000000,0,1905,0
INERTIA DYNAMICS,19840208,TRIM,45661610,44055,1525000,0,1980,0
Inet Technologies Inc,19990526,INTI,45662V105,86897,44701292,0,1989,0
Inference,19950629,INFR,45662K109,81715,6850978,1,1982,0
InFerGene,19861023,IFGN,456625201,10789,5657689,0,1983,0
Infineon Technologies AG,20000313,IFX,45662N103,87664,616700000,0,1952,0
Infinera Corp,20070606,INFN,45667G103,92095,83136638,0,2000,0
INFINITE GRAPHICS,19840905,INFG,45663410,88947,1771000,0,1969,0
Infinite Machines,19930923,IMCI,456910108,79595,4550302,0,1986,0
Infinity Broadcasting,19860610,INFTA,456626100,10343,8190016,1,1972,0
Infinity Broadcasting,19920130,INFTA,456626100,10343,10523077,0,1972,0
Infinity Broadcasting Corp,19981209,INF,45662S102,86445,840000000,1,1972,0
Infinity Cross Border Acquisit,20120719,INXBU,G4772R127,13597,6250000,1,2011,0
Infinity Financial Technology,19961025,INFN,456921105,84091,13857051,0,1989,0
Infinity Prop & Casualty Corp,20030211,IPCC,45665Q103,89681,20347000,0,2001,0
"INFO DESIGNS, INC.",19830512,INFO,45664510,44071,3200000,0,1980,0
INFO. SOLUTION,19831007,ISOL,45690610,44207,1840000,0,1980,0
Infoblox Inc,20120419,BLOX,45672H104,13342,44001144,0,1999,0
InfoCure Corp,19970710,INC,45665A108,85245,6737768,0,1996,1
Infonautics,19960429,INFO,456662105,83382,9485666,1,1992,0
Infonet Services Corp,19991215,IN,45666T106,87465,469500000,1,1969,0
InfoNow,19920207,INOW,456664101,77326,5300000,0,1990,0
Informatica Corp,19990428,INFA,45666Q102,86830,14340000,0,1993,0
INFORMATICS,19791004,IMAT,45666810,64266,2009483,0,1971,.
Information Advantage Software,19971217,IACO,45669P101,85695,14952325,0,1992,0
Information America,19911121,INFO,45669M108,77104,4665594,0,1982,0
Information Holdings Inc,19980806,IHI,456727106,86307,16470000,0,1996,1
Information Management,19961107,IMRS,4.57E+112,84222,9385894,0,1982,0
Information Management Assocs,19970730,IMAA,456923101,85188,9197173,0,1990,0
Information Mgmt Technologies,19880406,IMTKA,456908102,75569,6600000,0,1986,0
INFORMATION RESOURCES,19830304,IRIC,45690510,44194,4307000,0,1977,0
INFORMATION SCIENCE,19830803,INSI,45675110,44143,4177000,0,1965,0
Information Storage Devices,19950209,ISDI,456753102,81255,7670559,0,1987,0
InforMax Inc,20001002,INMX,45677N205,88731,18658000,0,1990,0
Informix,19860924,IFMX,456779107,10691,6920704,0,1980,0
Inforte Corp,20000217,INFT,45677R107,87611,11721154,0,1993,0
Inforum,19911212,INFM,45678H108,77177,5076956,0,1987,0
Infosafe Systems,19950118,ISFEA,456913201,81212,6282606,0,1991,0
Infoseek,19960611,SEEK,45678M107,84009,25397059,0,1993,0
Infosoft International,19940301,INSO,456783109,80334,5330000,0,1993,0
Infosonics Corporation,20040616,IFO,456784107,90207,5212000,0,1994,0
InfoSpace.com,19981215,INSP,45678T102,86544,20116012,0,1996,0
INFOTRON SYSTEMS,19810326,INFN,45680910,44170,4133000,0,1968,0
InfraREIT Inc,20150130,HIFR,45685L100,15159,60593728,0,2001,0
InfraSource Services Inc,20040506,IFS,45684P102,90165,39167163,0,1970,0
Infu-Tech,19921222,INFU,456836105,78161,3200000,0,1988,0
ING US Inc,20130501,VOYA,4.57E+110,13904,260769230,0,1999,0
Ingles Markets,19870922,IMKTA,457030104,11701,17548200,1,1963,0
Ingram Micro,19961031,IM,457153104,84168,130013762,1,1979,0
Inhale Therapeutic Systems,19940503,INHL,457191104,80539,8319965,0,1990,0
Inhibitex,20040603,INHX,45719T103,90243,17495610,0,1994,0
Initials +,19861113,IINC,457197101,10852,1873490,0,1985,0
Inktomi Corporation,19980609,INKT,457277101,86173,20550000,0,1996,0
Inland Vacuum Industries,19850827,IVAC,45750200,75228,1666666,0,1972,0
Inmac,19861017,INMC,457538106,10768,8689976,0,1976,0
INMED CORP.,19841003,NMED,45763610,88971,1568000,0,1973,0
InnerWorkings Inc,20060815,INWK,45773Y105,91432,44014319,0,2001,0
Innocoll AG,20140724,INNL,45780Q103,14806,7475090,1,2013,0
Innodata Inc,19930810,INOD,457642106,79499,4000000,0,1988,0
Innophos Holdings Inc,20061102,IPHS,45774N108,91614,20270463,0,1988,0
Innotech,19960314,IIII,45766M100,83276,10795250,0,1988,0
